"treat","age","educ","black","hisp","marr","nodegree","re74","re75","re78","agesq","agecube","educsq","u74","u75","interaction1","re74sq","re75sq"
0,21,15,0,0,0,0,2.47063500976562,5.1167421875,10.89083984375,441,9261,225,0,0,37.0595251464844,6.10403735147959,26.1810506133423
0,18,12,0,0,0,0,9.06552734375,9.3383232421875,7.9723349609375,324,5832,144,0,0,108.786328125,82.1837860202789,87.2042809755793
0,53,10,0,0,1,1,0,0,0,2809,148877,100,1,1,0,0,0
0,21,12,0,0,0,0,4.05568188476563,1.86730603027344,0,441,9261,144,0,0,48.6681826171875,16.4485555504161,3.48683181069554
0,32,16,0,0,1,0,22.525689453125,22.712029296875,25.564669921875,1024,32768,256,0,0,360.41103125,507.406685338627,515.836274782108
0,41,12,0,0,1,0,25.8623203125,24.74583984375,25.564669921875,1681,68921,144,0,0,310.34784375,668.85961194635,612.356589572525
0,48,12,0,0,0,0,25.8623203125,25.24355078125,25.564669921875,2304,110592,144,0,0,310.34784375,668.85961194635,637.236856045547
0,25,18,0,0,0,0,2.3511201171875,0.211258102416992,25.564669921875,625,15625,324,0,0,42.320162109375,5.52776580544376,0.0446299858368284
0,23,16,0,0,0,0,0.913018310546875,8.6759033203125,14.2659697265625,529,12167,256,0,0,14.60829296875,0.83360243539387,75.2712984234095
0,30,12,0,0,1,0,0,0,0,900,27000,144,1,1,0,0,0
0,22,12,0,0,1,0,1.80644396972656,7.1147421875,0,484,10648,144,0,0,21.6773276367188,3.26323981576146,50.6195563945923
0,44,10,0,0,1,1,5.9404970703125,2.73919409179687,2.16782495117188,1936,85184,100,0,0,59.404970703125,35.2895054423914,7.50318427253491
0,17,11,0,0,0,1,2.4471240234375,3.26733911132813,7.94277978515625,289,4913,121,0,0,26.9183642578125,5.98841598608494,10.6755048684145
0,23,12,0,0,0,0,0.331116088867188,0,0.594046081542969,529,12167,144,0,1,3.97339306640625,0.109637864306703,0
0,47,8,0,0,1,1,25.168740234375,22.65116015625,24.40169921875,2209,103823,64,0,0,201.349921875,633.465484985447,513.075056424088
0,54,12,0,0,1,0,0,0,0,2916,157464,144,1,1,0,0,0
0,49,8,0,0,1,1,11.4088095703125,3.70954809570312,19.136560546875,2401,117649,64,0,0,91.2704765625,130.160935811654,13.7607470743347
0,36,18,0,0,1,0,23.742400390625,25.24355078125,25.564669921875,1296,46656,324,0,0,427.36320703125,563.70157630875,637.236856045547
0,33,14,0,0,1,0,24.951259765625,23.27776953125,25.564669921875,1089,35937,196,0,0,349.31763671875,622.565363891697,541.854554349991
0,43,15,0,0,1,0,19.38694921875,25.207740234375,22.57966015625,1849,79507,225,0,0,290.80423828125,375.853800010391,635.430167723728
0,37,10,0,0,0,1,17.235669921875,18.397349609375,0,1369,50653,100,0,0,172.35669921875,297.068317655827,338.46247264957
0,48,12,0,0,0,0,16.5362109375,16.605240234375,16.71308984375,2304,110592,144,0,0,198.43453125,273.446272169495,275.734003241306
0,54,12,0,0,0,0,0,0,0,2916,157464,144,1,1,0,0,0
0,28,16,0,0,0,0,0.0920855407714844,0,0.626556091308594,784,21952,256,0,1,1.47336865234375,0.00847974681917671,0
0,35,3,0,0,1,1,19.620099609375,20.36133984375,15.347669921875,1225,42875,9,0,0,58.860298828125,384.948308681797,414.584160232681
0,55,12,0,0,1,0,14.6964599609375,3.13485498046875,0,3025,166375,144,0,0,176.35751953125,215.985935383439,9.82731574856973
0,53,7,0,0,1,1,22.3082109375,21.521470703125,10.1593701171875,2809,148877,49,0,0,156.1574765625,497.656275231995,463.173701225468
0,25,12,0,0,1,0,19.88851953125,17.756419921875,14.4226103515625,625,15625,144,0,0,238.662234375,395.553209144913,315.290448441959
0,30,8,0,0,1,1,18.69141015625,15.543580078125,22.984560546875,900,27000,64,0,0,149.53128125,349.368813629166,241.602881645084
0,44,5,0,0,0,1,12.7646201171875,9.4421611328125,6.22418408203125,1936,85184,25,0,0,63.8231005859375,162.935526736108,89.154406857995
0,44,6,0,0,1,1,25.8623203125,15.217740234375,25.564669921875,1936,85184,36,0,0,155.173921875,668.85961194635,231.579617840916
0,20,10,0,0,0,1,3.81469189453125,5.23490283203125,5.02131494140625,400,8000,100,0,0,38.1469189453125,14.5518742502024,27.4042076608088
0,49,9,0,0,1,1,17.1475,12.747099609375,12.683330078125,2401,117649,81,0,0,154.3275,294.03675625,162.488548451328
0,55,8,0,0,1,1,5.6191767578125,5.4497421875,23.559390625,3025,166375,64,0,0,44.9534140625,31.5751474355402,29.6996899102173
0,51,16,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,2601,132651,256,0,0,413.797125,668.85961194635,637.236856045547
0,24,16,0,0,0,0,9.6924931640625,16.012650390625,7.32656787109375,576,13824,256,0,0,155.079890625,93.9444237353983,256.404972532383
0,54,10,0,0,1,1,25.055099609375,25.24355078125,22.154080078125,2916,157464,100,0,0,250.55099609375,627.758016435703,637.236856045547
0,32,16,1,0,0,0,17.13575,1.03122595214844,0,1024,32768,256,0,0,274.172,293.6339280625,1.06342696438445
0,19,4,0,1,1,1,2.29821997070313,1.78674194335937,11.6075400390625,361,6859,16,0,0,9.1928798828125,5.28181503373867,3.19244677215964
0,36,18,0,0,0,0,0,0,0,1296,46656,324,1,1,0,0,0
0,55,10,0,0,1,1,0,0,0,3025,166375,100,1,1,0,0,0
0,25,12,0,0,1,0,8.6795517578125,17.666900390625,17.46525,625,15625,144,0,0,104.15462109375,75.3346187165461,312.119369412266
0,26,18,0,0,1,0,0,8.414515625,22.8678203125,676,17576,324,1,0,0,0,70.8040732033691
0,19,13,0,0,0,0,5.0607861328125,5.18298388671875,16.382080078125,361,6859,169,0,0,65.7902197265625,25.6115562820673,26.8633219699862
0,52,11,0,0,1,1,25.8623203125,25.24355078125,23.29044921875,2704,140608,121,0,0,284.4855234375,668.85961194635,637.236856045547
0,19,12,0,0,0,0,4.33585693359375,4.68706494140625,21.4078203125,361,6859,144,0,0,52.030283203125,18.799655348593,21.9685777649596
0,17,11,0,0,0,1,0.0431038703918457,0,14.911740234375,289,4913,121,0,1,0.474142574310303,0.00185794364275703,0
0,23,10,0,0,1,1,10.5957099609375,1.46269396972656,11.8617099609375,529,12167,100,0,0,105.957099609375,112.26906957631,2.13947364907445
0,44,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1936,85184,144,0,0,310.34784375,668.85961194635,637.236856045547
0,28,12,0,0,1,0,13.095740234375,4.9985810546875,9.3761748046875,784,21952,144,0,0,157.1488828125,171.498412286228,24.9858125602808
0,49,8,0,0,1,1,17.911619140625,23.6841796875,9.4648388671875,2401,117649,64,0,0,143.292953125,320.826100238804,560.940367469787
0,54,10,0,0,1,1,14.52208984375,8.7385654296875,8.486583984375,2916,157464,100,0,0,145.2208984375,210.891093429947,76.3625257689295
0,22,11,0,0,0,1,5.65640283203125,0,3.895287109375,484,10648,121,0,1,62.2204311523437,31.9948929982111,0
0,33,13,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1089,35937,169,0,0,336.2101640625,668.85961194635,637.236856045547
0,40,12,0,0,0,0,20.4684609375,6.2052578125,22.680150390625,1600,64000,144,0,0,245.62153125,418.957893149963,38.5052245195923
0,47,12,0,0,1,0,25.8623203125,20.522470703125,24.505140625,2209,103823,144,0,0,310.34784375,668.85961194635,421.171803760624
0,21,12,0,0,0,0,9.7924150390625,2.16987109375,14.998919921875,441,9261,144,0,0,117.50898046875,95.8913922972574,4.70834056349182
0,17,10,0,0,0,1,0,0,1.38463000488281,289,4913,100,1,1,0,0,0
0,16,9,0,0,0,1,0,1.34632299804687,6.7059228515625,256,4096,81,1,0,0,0,1.81258561506993
0,40,12,0,0,1,0,15.435099609375,12.927919921875,13.0616298828125,1600,64000,144,0,0,185.2211953125,238.242299951328,167.131113506413
0,36,12,0,0,1,0,25.24123046875,25.24355078125,25.564669921875,1296,46656,144,0,0,302.894765625,637.119715576553,637.236856045547
0,51,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,2601,132651,144,0,0,310.34784375,668.85961194635,637.236856045547
0,46,9,0,0,1,1,25.062939453125,25.166560546875,25.0977109375,2116,97336,81,0,0,225.566455078125,628.15093403101,633.355769759525
0,33,18,0,0,1,0,23.421080078125,25.24355078125,18.5055703125,1089,35937,324,0,0,421.57944140625,548.546992025944,637.236856045547
0,28,13,0,0,1,0,24.771009765625,21.33348046875,14.323599609375,784,21952,169,0,0,322.023126953125,613.602924808689,455.117388910538
0,27,11,0,0,1,1,14.2673798828125,12.8294501953125,18.693240234375,729,19683,121,0,0,156.941178710937,203.558128720483,164.594792314004
0,33,12,0,0,0,0,25.8623203125,25.24355078125,21.944240234375,1089,35937,144,0,0,310.34784375,668.85961194635,637.236856045547
0,26,12,0,0,1,0,16.822259765625,19.9782109375,20.015810546875,676,17576,144,0,0,201.8671171875,282.988423622166,399.128912263245
0,24,12,0,0,1,0,16.1032099609375,8.9229677734375,16.470740234375,576,13824,144,0,0,193.23851953125,259.313371046037,79.6193538858042
0,28,8,0,0,1,1,16.45,18.3006796875,23.494369140625,784,21952,64,0,0,131.6,270.6025,334.914877024475
0,36,12,0,0,1,0,23.912849609375,23.274189453125,25.37848046875,1296,46656,144,0,0,286.9541953125,571.824376440586,541.687894699955
0,42,12,0,0,1,0,21.473560546875,22.060349609375,23.426400390625,1764,74088,144,0,0,257.6827265625,461.113802560307,486.659024887852
0,16,10,0,0,0,1,0,0,1.39940698242187,256,4096,100,1,1,0,0,0
0,53,14,0,0,1,0,22.99591015625,16.3044697265625,0,2809,148877,196,0,0,321.9427421875,528.811883914322,265.835733064393
0,52,10,0,0,1,1,17.3297109375,16.1934697265625,20.247810546875,2704,140608,100,0,0,173.297109375,300.318881177307,262.228461785096
0,22,12,0,0,0,0,0,0,0,484,10648,144,1,1,0,0,0
0,55,14,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,3025,166375,196,0,0,362.072484375,668.85961194635,637.236856045547
0,26,14,0,0,1,0,9.92760546875,13.39698046875,10.757849609375,676,17576,196,0,0,138.9864765625,98.5573503431549,179.479085680069
0,38,12,0,0,1,0,2.40010205078125,0,0,1444,54872,144,0,1,28.801224609375,5.76048985416436,0
0,43,12,0,0,1,0,14.3281201171875,3.45353198242187,18.781900390625,1849,79507,144,0,0,171.93744140625,205.295026092553,11.9268831536108
0,55,7,0,0,1,1,18.660060546875,16.76816015625,19.43801953125,3025,166375,49,0,0,130.620423828125,348.197859613041,281.17119502565
0,49,10,0,0,1,1,24.083310546875,22.758580078125,25.2321796875,2401,117649,100,0,0,240.83310546875,580.005846897221,517.952967172428
0,20,12,0,0,0,0,9.57885546875,15.72798046875,18.666640625,400,8000,144,0,0,114.946265625,91.7544720912018,247.369369625381
0,18,10,0,0,0,1,0,0,6.47835302734375,324,5832,100,1,1,0,0,0
0,31,16,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,961,29791,256,0,0,413.797125,668.85961194635,637.236856045547
